"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5094363";"";"None";"458.47";"0";"4.88";"111";"C[C@H](Sc1nncn1C)c1ccnc(NC(=O)c2cc(C(F)(F)F)c3ccccc3n2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.05";"0.24";"0.64";"6.45";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5080084";"";"None";"394.50";"0";"3.90";"113";"Cc1ccc(C(=O)Nc2cc([C@H](C)Sc3nncn3C)ccn2)nc1C1CC1";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"15.21";"0.29";"2.10";"7.01";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5091302";"";"None";"396.50";"0";"3.93";"121";"C[C@H](Sc1nncn1C)c1ccnc(NC(=O)c2nc3ccccc3s2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"13.93";"0.28";"1.59";"6.45";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5084918";"";"None";"403.51";"0";"4.86";"137";"CCC(Sc1nncn1C)c1cccc(NC(=O)c2cc3ccccc3cn2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"13.69";"0.26";"0.66";"7.60";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5071735";"";"None";"466.57";"0";"3.18";"141";"CO[C@@H]1CCN(C(=O)c2ccnc(C(=O)Nc3cccc([C@H](C)Sc4nncn4C)c3)c2)C1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"11.84";"0.23";"2.34";"5.40";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5086731";"";"None";"450.57";"0";"3.94";"144";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CCCCC3)ccn2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.26";"0.24";"1.58";"5.94";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5086356";"";"None";"407.47";"0";"4.61";"96a";"C[C@H](Sc1nncn1C)c1ccc(F)c(NC(=O)c2ccc3ccccc3n2)c1";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.72";"0.28";"1.39";"8.25";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5078039";"";"None";"422.44";"0";"4.04";"103";"Cc1cc(C(=O)Nc2cc([C@H](C)Sc3nncn3C)ccn2)nc(C(F)(F)F)c1";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.20";"0.28";"1.96";"7.01";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5083777";"";"None";"390.47";"0";"3.86";"112";"C[C@H](Sc1nncn1C)c1ccnc(NC(=O)c2ccc3ccccc3n2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"14.14";"0.27";"1.66";"6.45";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5080052";"";"None";"437.45";"0";"3.70";"181";"Cn1cnnc1SC(CCO)c1cccc(NC(=O)c2cccc(C(F)(F)F)n2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.62";"0.25";"1.82";"5.94";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5081014";"";"None";"421.50";"0";"3.10";"206";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(O[C@H]3CC[C@@H](O)C3)ccn2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"15.47";"0.29";"3.42";"6.38";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5082036";"";"None";"412.42";"0";"4.51";"375";"C[C@@H]1[C@@H](c2nncn2C)[C@H]1c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"Kd";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5075034";"";"None";"516.52";"1";"3.21";"475";"Cn1cnnc1CC(C)(C)c1cccc(NC(=O)c2cc(C(=O)N3CC[C@H](O)C3)cc(C(F)(F)F)n2)c1";"Kd";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"13.55";"0.26";"3.79";"6.18";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5088527";"";"None";"386.38";"0";"4.33";"262";"C[C@H](Cc1nnc[nH]1)c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"16.88";"0.32";"2.19";"10.54";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5083492";"";"None";"380.52";"1";"5.04";"31";"CC(C)c1cccc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)c1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"";""
"CHEMBL5090289";"";"None";"436.46";"0";"4.95";"43";"COc1c(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)cccc1C(F)(F)F";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"";""
"CHEMBL5084543";"";"None";"441.87";"0";"4.99";"66";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cc(C(F)(F)F)cc(Cl)n2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.50";"0.26";"0.53";"7.60";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5073689";"";"None";"447.49";"1";"5.21";"69";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cc(C(F)(F)F)cc(C3CC3)n2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.34";"0.24";"0.31";"7.60";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5092989";"";"None";"408.41";"0";"3.73";"75";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2ccnc(C(F)(F)F)n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"15.97";"0.32";"2.79";"7.62";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5078209";"";"None";"466.57";"0";"2.91";"152";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3C[C@@H](O)C[C@H]3C)ccn2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"11.84";"0.23";"2.61";"4.88";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5073682";"";"None";"482.49";"0";"2.74";"201";"CNS(=O)(=O)c1cc(C(=O)Nc2cccc([C@H](C)Cc3nncn3C)c2)nc(C(F)(F)F)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"13.52";"0.27";"3.78";"5.49";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5085153";"";"None";"400.40";"0";"4.34";"264";"C[C@H](Cc1ncnn1C)c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"";""
"CHEMBL5094882";"";"None";"412.42";"0";"4.27";"299";"Cn1cnnc1CC1(c2cccc(N3Cc4c(cccc4C(F)(F)F)C3=O)c2)CC1";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.55";"0.27";"1.73";"11.76";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5075049";"";"None";"376.46";"0";"3.39";"325";"Cc1cc(C(=O)Nc2cccc([C@@H](C)Cc3nncn3C)c2)nc(C2CC2)n1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"17.32";"0.32";"3.13";"7.62";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5090163";"";"None";"367.48";"0";"3.96";"47";"CNc1cccc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"15.03";"0.29";"1.56";"7.69";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5088592";"";"None";"422.44";"0";"3.92";"49";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2nc(C(F)(F)F)ccc2N)c1";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.20";"0.28";"2.08";"6.08";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5090534";"";"None";"421.45";"0";"4.64";"65";"Cc1cc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)nc(C(F)(F)F)c1";"Kd";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.61";"0.33";"2.36";"9.63";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5084910";"";"None";"465.50";"0";"4.56";"85";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cc(C(C)(C)O)cc(C(F)(F)F)n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"14.01";"0.28";"1.96";"7.02";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5084230";"";"None";"452.54";"0";"2.52";"140";"C[C@H](Sc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CC[C@H](O)C3)ccn2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"14.41";"0.28";"4.00";"5.76";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5076039";"";"None";"418.44";"0";"4.85";"166b";"C[C@@H](Sc1nncn1C)c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"13.20";"0.26";"0.67";"10.82";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5070829";"";"None";"418.39";"0";"4.48";"280";"C[C@H](Cc1nncn1C)c1cc(N2Cc3c(cccc3C(F)(F)F)C2=O)ccc1F";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.34";"0.27";"1.52";"11.76";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5082809";"";"None";"398.39";"0";"4.27";"282";"Cn1cnnc1[C@@H]1C[C@@H]1c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"16.37";"0.31";"2.25";"12.78";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5069583";"";"None";"427.46";"0";"3.73";"287";"CC(c1cccc(NC(=O)c2ccc(CO)c(C3CC3)n2)c1)C(F)(F)c1nncn1C";"Kd";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"14.04";"0.26";"2.27";"6.46";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5089405";"";"None";"505.49";"1";"4.79";"402";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc(CN4CC(F)(F)C4)cc3C(F)(F)F)C2=O)c1";"Kd";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5076102";"";"None";"567.49";"1";"4.18";"438";"Cn1cnnc1C(F)(F)[C@](C)(F)c1cccc(N2Cc3c(cc(C(=O)N4CC[C@H](O)C4)cc3C(F)(F)F)C2=O)c1";"Kd";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"12.34";"0.24";"2.82";"7.65";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5080144";"";"None";"454.37";"0";"4.88";"471a";"Cn1cnnc1C[C@H](c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1)C(F)(F)F";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"14.35";"0.28";"1.64";"12.78";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
"CHEMBL5072244";"";"None";"368.47";"0";"3.36";"60";"CNc1ccnc(C(=O)Nc2cccc([C@H](C)Sc3nncn3C)c2)c1";"Kd";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"14.99";"0.29";"2.16";"6.52";"0";"CHEMBL5051162";"Binding affinity towards N-terminal biotinylated Avi-tagged human CBL-B (36 to 427 residues) measured by surface plasmon resonance assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"";"INHIBITOR";""
