"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5077931";"";"None";"587.59";"2";"5.44";"672a";"Cn1cnnc1[C@@H](F)C1(c2cccc(N3Cc4c(cc(CN5[C@H]6CC[C@H]5CC(F)C6)cc4C(F)(F)F)C3=O)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5081095";"";"None";"587.59";"2";"5.44";"672b";"Cn1cnnc1[C@H](F)C1(c2cccc(N3Cc4c(cc(CN5[C@H]6CC[C@H]5CC(F)C6)cc4C(F)(F)F)C3=O)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5076071";"";"None";"484.51";"0";"4.86";"682";"C[C@H](Cc1nncn1C)c1cc(-c2cncs2)nc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"13.46";"0.26";"1.66";"8.49";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079687";"";"None";"486.50";"0";"3.67";"689";"C[C@H](Cc1nncn1C)c1cc(NC2CCC2O)nc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"13.40";"0.25";"2.85";"6.78";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5073479";"";"None";"574.61";"1";"4.46";"709";"Cn1cnnc1CC1(c2cccc(N3Cc4c(cc(CN5CCc6ncccc6C5)cc4C(F)(F)F)C3=O)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5087928";"";"None";"580.61";"1";"3.31";"711";"Cn1cnnc1CC1(c2cccc(N3Cc4c(cc(CN5CCN6C(=O)CCC6C5)cc4C(F)(F)F)C3=O)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5074602";"";"None";"389.38";"0";"3.83";"184";"C[C@@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(F)(F)F)ccn2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"15.41";"0.29";"2.17";"8.25";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5074425";"";"None";"429.45";"0";"4.70";"191";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C3CC3)cc(C(F)(F)F)n2)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5079118";"";"None";"402.50";"0";"3.96";"193";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C3CC3)nc(C3CC3)n2)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5086539";"";"None";"388.39";"0";"4.66";"216";"Cc1ccn(CC(C)c2cccc(NC(=O)c3cccc(C(F)(F)F)n3)c2)n1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"14.22";"0.27";"0.86";"9.23";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5092981";"";"None";"391.35";"0";"3.04";"219";"CC(Cn1[nH]cnc1=O)c1cccc(NC(=O)c2cccc(C(F)(F)F)n2)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"14.11";"0.27";"2.48";"5.96";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5078035";"";"None";"436.52";"0";"2.31";"226";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)NCC(C)(C)O)ccn2)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.65";"0.24";"3.21";"4.53";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5082805";"";"None";"447.54";"0";"2.37";"229";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CC[C@](C)(N)C3)ccn2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"13.41";"0.25";"3.63";"5.04";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5093985";"";"None";"452.49";"0";"1.96";"240";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3C[C@@H](O)[C@H](F)C3)ccn2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.47";"0.29";"5.04";"6.18";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5077555";"";"None";"433.52";"0";"1.90";"248";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N[C@H]3CCNC3)ccn2)c1";"IC50";"'='";"3001.0";"nM";"5.52";"";"";"UO_0000065";"12.74";"0.24";"3.62";"4.85";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5069653";"";"None";"451.50";"0";"2.76";"254";"C[C@H](Cc1nncn1C)c1cccc(NC(=O)c2cc(C(=O)N3CC[C@H](O)C3)ccc2F)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"13.29";"0.25";"3.24";"5.98";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5088567";"";"None";"411.30";"0";"4.08";"256";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(Br)cccc3C2=O)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.02";"0.37";"2.92";"13.72";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5089818";"";"None";"440.47";"1";"5.22";"260";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc(C4CC4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5081286";"";"None";"426.44";"1";"5.14";"265";"C[C@H](Cc1nncn1C1CC1)c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"15.29";"0.29";"1.38";"12.78";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5080606";"";"None";"454.37";"0";"4.88";"289";"Cn1cnnc1CC(c1cccc(N2Cc3c(cccc3C(F)(F)F)C2=O)c1)C(F)(F)F";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"14.35";"0.28";"1.64";"12.78";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5094882";"";"None";"412.42";"0";"4.27";"299";"Cn1cnnc1CC1(c2cccc(N3Cc4c(cccc4C(F)(F)F)C3=O)c2)CC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5086904";"";"None";"372.43";"0";"3.36";"303";"C[C@H](Cc1nncn1C)c1ccnc(NC(=O)c2ccc3ccccc3n2)c1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"17.51";"0.32";"3.16";"7.62";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5077353";"";"None";"476.56";"0";"3.59";"310";"CNC(=O)COc1cccc2nc(C(=O)Nc3cccc([C@H](C)Sc4nncn4C)c3)ccc12";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"13.68";"0.26";"2.93";"5.87";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5093232";"";"None";"389.38";"0";"4.06";"312b";"Cc1cnnn1C[C@H](C)c1cccc(NC(=O)c2cccc(C(F)(F)F)n2)c1";"IC50";"'='";"1001.0";"nM";"6.00";"";"";"UO_0000065";"15.41";"0.29";"1.94";"8.25";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5082494";"";"None";"430.51";"0";"3.12";"347";"Cn1cnnc1CC1(c2cccc(NC(=O)c3cc(C4CC4)nc(C4CC4)n3)c2)COC1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5076591";"";"None";"430.43";"0";"3.78";"363";"CNc1cc([C@H](C)Cc2nncn2C)cc(N2Cc3c(cccc3C(F)(F)F)C2=O)n1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5078503";"";"None";"474.49";"0";"3.53";"364";"C[C@H](O)CNc1cc([C@H](C)Cc2nncn2C)cc(N2Cc3c(cccc3C(F)(F)F)C2=O)n1";"IC50";"'='";"301.0";"nM";"6.52";"";"";"UO_0000065";"13.74";"0.26";"2.99";"6.78";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5085450";"";"None";"458.48";"0";"4.57";"374";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc(C(C)(C)O)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5078549";"";"None";"480.49";"1";"5.04";"381";"Cc1[nH]ncc1-c1cc2c(c(C(F)(F)F)c1)CN(c1cccc([C@H](C)Cc3nncn3C)c1)C2=O";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5088226";"";"None";"483.54";"0";"4.81";"383";"C[C@H](Cc1nncn1C)c1cccc(N2Cc3c(cc([C@H]4CCCNC4)cc3C(F)(F)F)C2=O)c1";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
"CHEMBL5090229";"";"None";"552.60";"1";"3.79";"386";"CN1CC2CCC(C1)N2c1cc2c(c(C(F)(F)F)c1)CN(c1cccc(C3(Cc4nncn4C)COC3)c1)C2=O";"IC50";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5051161";"Inhibition of N-terminal Avi-tagged human CBL-B (36 to 427 residues) incubated with 60 nM Src kinase for 1.5 hrs followed by incubation with fluorescently labeled UbcH5B-Ub for 1 hr and measured by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4879459";"E3 ubiquitin-protein ligase CBL-B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050844";"38";"Patent Bioactivity Data";"";"2019";"None";"Dose = 60.0 nM | TIME = 1.5 hr";"INHIBITOR";""
